,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Account Holder Category
257,66,41.0,18,3,0.5,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
258,35,9.0,24,4,0.3,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
259,56,30.0,55,1,1.4,Undergraduate,77,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
260,51,27.0,58,1,0.0,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
261,42,16.0,111,2,1.2,Professional,251,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
262,49,23.0,33,1,0.3,Professional,0,No,No,Yes,Yes,Yes,Holds Only Deposit Account
263,27,1.0,74,4,1.8,Graduate,112,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
264,45,19.0,38,2,0.7,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
265,49,23.0,23,4,0.6,Professional,98,No,Yes,No,No,No,Holds Only Security Account
266,63,38.0,61,2,1.5,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
267,47,22.0,81,1,2.9,Undergraduate,138,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
268,64,39.0,129,1,2.5,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
269,43,13.0,33,1,0.75,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
270,60,36.0,63,4,2.2,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
271,40,14.0,70,4,1.4,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
272,29,3.0,45,4,0.2,Undergraduate,158,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
273,41,16.0,65,3,0.5,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
274,30,5.0,74,4,2.2,Undergraduate,0,No,Yes,No,No,Yes,Holds Only Security Account
275,49,24.0,50,4,1.8,Professional,0,No,Yes,No,No,No,Holds Only Security Account
276,30,5.0,22,4,0.5,Professional,109,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
277,29,2.0,30,4,1.0,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
278,50,26.0,21,4,1.0,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
279,39,14.0,155,2,3.9,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
280,33,8.0,64,4,2.1,Professional,164,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
281,57,31.0,65,4,2.6,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
282,34,9.0,71,4,0.7,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
283,61,36.0,40,3,0.5,Graduate,0,No,Yes,No,Yes,No,Holds Only Security Account
284,44,19.0,69,3,0.5,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
285,40,13.0,69,3,2.33333333333333,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
286,51,25.0,45,3,0.6,Graduate,131,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
287,37,12.0,62,3,0.7,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
288,44,19.0,172,2,4.3,Professional,391,Yes,Yes,Yes,Yes,No,Holds Both Security & Deposit Account
289,42,15.0,24,3,1.0,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
290,51,25.0,80,1,4.9,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
291,43,16.0,8,3,0.666666666666667,Graduate,88,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
292,30,5.0,38,4,0.8,Undergraduate,129,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
293,45,19.0,93,4,2.6,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
294,35,9.0,55,1,2.0,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
295,60,34.0,64,2,1.7,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
296,34,9.0,122,1,0.0,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
297,55,25.0,70,3,1.4,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
298,43,19.0,81,2,3.2,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
299,41,15.0,159,1,5.5,Professional,0,Yes,No,Yes,Yes,No,Holds Only Deposit Account
300,34,9.0,70,4,1.3,Undergraduate,0,No,Yes,No,No,No,Holds Only Security Account
301,65,39.0,150,2,6.9,Undergraduate,196,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
302,45,21.0,152,2,7.5,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
303,49,25.0,195,4,3.0,Undergraduate,617,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
304,48,23.0,22,1,0.1,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
305,60,35.0,22,1,1.3,Undergraduate,123,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
306,55,29.0,79,3,0.8,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
307,42,18.0,33,1,1.4,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
308,32,8.0,128,2,4.33333333333333,Undergraduate,0,No,No,Yes,Yes,Yes,Holds Only Deposit Account
309,62,38.0,91,1,3.8,Undergraduate,0,No,Yes,No,Yes,No,Holds Only Security Account
310,57,32.0,39,4,0.9,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
311,52,26.0,121,1,7.3,Undergraduate,167,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
312,36,6.0,21,1,0.666666666666667,Professional,0,No,Yes,No,Yes,No,Holds Only Security Account
313,34,9.0,41,3,2.3,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
314,63,37.0,45,2,0.7,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
315,24,20.1046,51,3,0.3,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
316,57,31.0,165,1,1.6,Graduate,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
317,40,16.0,119,2,4.2,Graduate,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
318,27,2.0,110,4,1.8,Professional,190,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
319,65,39.0,20,3,0.7,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
320,60,34.0,64,1,0.8,Graduate,248,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
321,44,20.0,101,3,4.4,Graduate,82,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
322,63,39.0,101,1,3.9,Undergraduate,0,Yes,Yes,Yes,Yes,No,Holds Both Security & Deposit Account
323,59,34.0,99,1,4.4,Undergraduate,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
324,56,30.0,158,4,6.1,Undergraduate,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
325,54,28.0,89,1,1.9,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
326,52,27.0,80,1,1.3,Professional,0,No,No,Yes,Yes,Yes,Holds Only Deposit Account
327,58,32.0,114,2,2.0,Undergraduate,402,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
328,60,35.0,49,3,0.5,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
329,28,4.0,191,1,6.33333333333333,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
330,54,30.0,78,4,1.0,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
331,32,6.0,28,3,1.0,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
332,59,33.0,42,1,0.8,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
333,63,38.0,140,1,2.5,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
334,48,23.0,45,1,1.3,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
335,56,32.0,122,2,0.3,Undergraduate,360,No,No,Yes,Yes,Yes,Holds Only Deposit Account
336,36,12.0,65,3,2.6,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
337,57,27.0,68,1,1.4,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
338,29,3.0,153,2,2.0,Undergraduate,392,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
339,39,13.0,89,4,1.4,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
340,59,34.0,91,1,2.6,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
341,31,6.0,55,4,2.0,Graduate,185,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
342,43,19.0,118,2,3.3,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
343,35,5.0,22,1,0.666666666666667,Professional,103,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
344,54,24.0,63,3,1.4,Professional,138,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
345,51,27.0,12,4,0.5,Graduate,78,No,Yes,No,Yes,No,Holds Only Security Account
346,44,19.0,50,3,2.7,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
347,25,0.0,43,2,1.6,Professional,0,No,Yes,Yes,Yes,Yes,Holds Both Security & Deposit Account
348,40,15.0,173,4,6.6,Undergraduate,0,Yes,No,Yes,Yes,Yes,Holds Only Deposit Account
349,26,2.0,60,2,3.0,Undergraduate,132,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
350,39,14.0,113,1,1.0,Professional,0,No,Yes,No,Yes,No,Holds Only Security Account
351,28,4.0,155,4,5.3,Graduate,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
352,52,28.0,91,4,1.0,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
353,53,29.0,55,4,1.1,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
354,44,20.0,173,2,1.4,Undergraduate,419,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
355,43,19.0,71,3,0.3,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
356,56,30.0,24,2,0.4,Professional,88,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
357,38,14.0,42,1,2.0,Graduate,81,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
358,30,6.0,141,2,4.33333333333333,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
359,32,6.0,32,1,1.9,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
360,35,10.0,55,4,1.3,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
361,43,19.0,153,2,7.5,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
362,58,32.0,113,2,1.4,Undergraduate,270,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
363,25,0.0,30,2,1.7,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
364,54,24.0,29,3,1.0,Professional,148,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
365,57,32.0,174,1,6.8,Graduate,466,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
366,50,24.0,35,1,0.3,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
367,32,8.0,98,2,2.0,Graduate,175,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
368,63,37.0,30,2,1.0,Professional,159,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
369,31,6.0,58,2,2.5,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
370,36,12.0,25,4,1.0,Undergraduate,147,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
371,58,34.0,19,4,0.7,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
372,56,30.0,44,4,0.7,Graduate,174,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
373,49,25.0,20,4,1.0,Undergraduate,111,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
374,30,5.0,98,2,3.1,Undergraduate,220,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
375,33,7.0,90,3,1.6,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
376,45,21.0,61,3,0.7,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
377,30,5.0,40,4,2.0,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
378,47,23.0,38,2,2.1,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
379,25,0.0,28,2,1.7,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
380,63,33.0,34,1,1.5,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
381,55,29.0,73,2,2.3,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
382,65,41.0,133,4,2.0,Undergraduate,0,Yes,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
383,44,18.0,53,1,0.2,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
384,51,25.0,21,4,0.6,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
385,35,9.0,40,3,0.9,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
386,30,5.0,41,4,1.7,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
387,31,5.0,82,4,1.8,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
388,54,30.0,100,4,3.4,Professional,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
389,45,20.0,155,1,7.0,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
390,45,19.0,45,1,0.2,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
391,58,32.0,9,3,0.3,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
392,54,29.0,48,4,1.8,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
393,53,28.0,18,4,0.1,Professional,109,No,Yes,Yes,Yes,Yes,Holds Both Security & Deposit Account
394,33,9.0,80,4,3.4,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
395,60,35.0,64,2,2.8,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
396,50,24.0,29,4,0.1,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
397,26,2.0,48,3,0.7,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
398,54,30.0,23,2,0.4,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
399,28,3.0,84,4,0.2,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
400,36,10.0,179,3,6.6,Undergraduate,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
401,29,2.0,30,4,1.5,Graduate,112,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
402,54,28.0,93,1,4.9,Undergraduate,133,No,No,Yes,Yes,Yes,Holds Only Deposit Account
403,55,30.0,39,2,1.9,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
404,61,36.0,60,3,0.5,Graduate,182,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
405,36,11.0,133,1,3.8,Undergraduate,290,No,Yes,Yes,Yes,Yes,Holds Both Security & Deposit Account
406,45,19.0,125,1,2.4,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
407,64,40.0,58,1,1.8,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
408,60,36.0,89,2,2.8,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
409,49,22.0,82,1,2.66666666666667,Graduate,125,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
410,47,23.0,110,2,3.3,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
411,60,36.0,54,4,2.3,Professional,0,No,Yes,No,No,No,Holds Only Security Account
412,45,20.0,89,4,1.9,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
413,32,7.0,42,3,2.3,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
414,52,28.0,41,3,1.9,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
415,35,8.0,38,4,1.0,Graduate,124,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
416,40,15.0,85,2,0.4,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
417,53,29.0,83,4,1.0,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
418,27,0.0,33,4,1.0,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
419,58,33.0,50,4,2.1,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
420,47,22.0,58,4,3.6,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
421,28,3.0,115,4,3.1,Graduate,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
422,46,20.0,145,2,6.3,Undergraduate,0,No,Yes,Yes,Yes,No,Holds Both Security & Deposit Account
423,43,19.0,161,2,7.5,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
424,56,30.0,38,1,0.2,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
425,28,3.0,28,4,0.8,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
426,42,18.0,75,3,2.33333333333333,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
427,32,7.0,35,3,1.3,Undergraduate,116,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
428,62,38.0,24,2,1.0,Undergraduate,116,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
429,37,13.0,78,4,0.1,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
430,51,26.0,113,1,1.3,Professional,161,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
431,39,13.0,75,3,2.1,Undergraduate,224,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
432,43,17.0,91,1,5.7,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
433,52,28.0,31,4,0.2,Undergraduate,141,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
434,30,6.0,45,1,1.8,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
435,52,26.0,80,3,0.8,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
436,61,35.0,50,3,1.4,Professional,112,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
437,36,9.0,31,4,1.0,Graduate,0,No,Yes,No,Yes,No,Holds Only Security Account
438,58,32.0,113,2,3.8,Graduate,119,Yes,No,Yes,Yes,Yes,Holds Only Deposit Account
439,47,23.0,29,4,0.6,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
440,64,39.0,59,2,1.5,Undergraduate,139,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
441,52,27.0,43,1,1.3,Graduate,0,No,Yes,No,Yes,No,Holds Only Security Account
442,58,28.0,122,1,3.0,Professional,115,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
443,48,24.0,29,1,1.0,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
444,64,40.0,91,2,0.0,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
445,58,32.0,65,3,2.2,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
446,47,23.0,22,1,1.0,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
447,49,23.0,71,1,1.4,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
448,31,4.0,60,4,2.0,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
449,61,37.0,60,3,2.0,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
450,51,25.0,69,1,0.3,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
451,28,20.1046,48,2,1.75,Professional,89,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
452,39,13.0,21,3,0.2,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
453,54,28.0,53,4,2.8,Graduate,0,No,Yes,No,No,No,Holds Only Security Account
454,50,24.0,29,3,0.9,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
455,30,4.0,60,4,2.2,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
456,64,39.0,42,3,0.5,Graduate,116,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
457,29,3.0,69,3,0.3,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
458,48,24.0,20,1,1.0,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
459,35,10.0,200,2,3.0,Undergraduate,458,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
460,60,36.0,141,2,2.1,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
461,55,30.0,81,2,3.7,Undergraduate,0,No,Yes,No,No,No,Holds Only Security Account
462,29,4.0,183,3,8.3,Professional,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
